User Type,Previous Page Path,Landing Page,Pageviews,Time on Page
NV,*,/,1,31
NV,*,/,1,19
NV,*,/,1,33
RV,*,/,1,12
RV,*,/,1,325
NV,*,/,1,32
NV,*,/,1,40
RV,*,/,1,26
NV,*,/,1,77
NV,*,/,1,39
NV,*,/,1,11
RV,*,/,1,62
NV,*,/,1,124
RV,*,/,1,15
RV,*,/,1,322
NV,*,/,2,138
NV,*,/,1,27
NV,*,/,1,35
NV,*,/,2,80
RV,*,/,1,31
NV,*,/,1,20
RV,*,/,1,82
NV,*,/,1,104
RV,*,/,1,697
RV,*,/,1,37
NV,*,/,1,60
NV,*,/,1,8
NV,*,/,1,51
NV,*,/,1,9
NV,*,/,1,16
NV,*,/,1,50
RV,*,/,1,57
NV,*,/,1,42
NV,*,/,1,171
RV,*,/,1,0
RV,*,/,1,8
NV,*,/,1,39
NV,*,/,1,63
NV,*,/,1,55
NV,*,/,1,97
NV,*,/,2,92
NV,*,/,1,72
NV,*,/,1,42
NV,*,/,1,40
RV,*,/,1,36
NV,*,/,1,9
NV,*,/,1,27
NV,*,/,1,135
NV,*,/,1,69
NV,*,/,1,37
NV,*,/,1,427
RV,*,/,1,17
NV,*,/,2,101
RV,*,/,1,21
RV,*,/,1,24
NV,*,/,3,219
NV,*,/,1,28
RV,*,/,1,24
NV,*,/,1,197
RV,*,/,1,11
NV,*,/,1,42
NV,*,/,2,163
NV,*,/,1,38
NV,*,/,2,59
NV,*,/,1,35
NV,*,/,1,187
NV,*,/,1,19
NV,*,/,1,34
NV,*,/,1,18
NV,*,/,1,43
RV,*,/,1,59
NV,*,/,1,10
NV,*,/,1,90
RV,*,/,1,25
NV,*,/,1,46
NV,*,/,1,16
NV,*,/,1,31
NV,*,/,1,67
NV,*,/,2,33
RV,*,/,1,519
RV,*,/,1,68
NV,*,/,1,61
NV,*,/,1,86
RV,*,/,1,18
NV,*,/,1,40
NV,*,/,1,176
NV,*,/,1,67
NV,*,/,1,36
NV,*,/,1,52
NV,*,/,1,867
NV,*,/,1,30
NV,*,/,1,23
NV,*,/,1,33
NV,*,/,1,15
RV,*,/,1,69
NV,*,/,1,13
NV,*,/,1,24
NV,*,/,1,47
NV,*,/,1,29
RV,*,/,1,46
NV,*,/,1,30
NV,*,/,1,15
NV,*,/,1,8
NV,*,/,2,78
NV,*,/,1,14
NV,*,/,4,209
RV,*,/,1,21
NV,*,/,1,130
RV,*,/,1,126
NV,*,/?fbclid=IwAR00SVKvLtCZw7TC9jfRdXv9yQE8H2WnNhRLlXZYrE97MwB9WdeFzjHkOYw,1,0
RV,*,/?fbclid=IwAR00SVKvLtCZw7TC9jfRdXv9yQE8H2WnNhRLlXZYrE97MwB9WdeFzjHkOYw,1,0
NV,*,/?fbclid=IwAR01sS96wh4e8Pw7dmKv3pTjMVvEYOJrOq9IickLNgfEWIgWeAc78-_zKxI,1,0
NV,*,/?fbclid=IwAR02fI_qfiV_ZZEz97IS2J2GpQfgKdTg3RTug1JySytGS7Xc6_t3ZVC4gIk,1,0
NV,*,/?fbclid=IwAR02m6ax52cffFvN9fCF8Rny56Otdb2ax48OqNL06LbgI1AMaiXbWPN7uZg,1,0
NV,*,/?fbclid=IwAR04RxtDTiBAMTf4161rXMGcEU-wY8PSQ4wpI6XKyPnQVBVfuuoThQKS2Hk,1,0
NV,*,/?fbclid=IwAR04WM61kxp_98bL_VT0PpQjBwL18ivpRg8UZtYPDA2Olqm8ytaTvBENv68,1,0
NV,*,/?fbclid=IwAR05eLyxwLvGMUgcnMaHSaXEEKyJfwvcf4Ao8xdlM3F1ygntZh51f9hECUI,1,0
NV,*,/?fbclid=IwAR07HCb54xykftS6rdTDxZMMzgN7mHU-Z-Y1kAP8IHh_6zEAySqve-mYePo,1,0
NV,*,/?fbclid=IwAR0BeBDjDkuiKBN3g7-7pXAG_QWczvyui3mHAa1RW0YFle_dQ0rcRuNi1Bo,1,0
NV,*,/?fbclid=IwAR0bnTIphZ8mHo3XrNzM1ZcSy5rFOSabUZ0ZD3YyvR3ibueuSMCbF4eyHKY,1,0
NV,*,/?fbclid=IwAR0d725Vf_HJLdec4zDr8WkGVpwXnhm3Uz6G6fAvWGzki5hcV7lBztfe00w,1,0
NV,*,/?fbclid=IwAR0dF18Tf7wqOFXyxphMmdN4VL-sqC5Jj-0c9MIT6tjZYmAIrlxVF8p1iAU,1,0
NV,*,/?fbclid=IwAR0GF8sn0sqDVSWdCBJ4ayML8QIvMJfqgg3QncFJHt0SJAxFDd2rfcLJpfg,1,0
NV,*,/?fbclid=IwAR0Louf7dd5KEeINwFxjcPSkUrIAU4GKw_swfnS9RArrAzkDcPh86dteGIc,1,0
NV,*,/?fbclid=IwAR0mb56v6SgB0vPKjliJRlOBUc-K2Np79algMXMh1fMbjUk7azigIyfdhVM,1,0
NV,*,/?fbclid=IwAR0Nk8VtgiAzdqB67yfRGZWf5bPG4Q6N926ZrgoEyTVVFej-faIVRdj0mbM,1,0
NV,*,/?fbclid=IwAR0sDAv0o3K9BCBMCGYyuieTplXr6TSfk8CvZmZbb3POtdXlS4IRwZLG0bw,1,0
NV,*,/?fbclid=IwAR0SHf5n1hLFvZt9sfozsZD8LXb1QcHP-zWOvQ9sybsieUS5EmJ1HoUYPgg,1,0
NV,*,/?fbclid=IwAR0tQurQp13_HgXdriw5n5Lq6VSDith9OC_eXmM0NWnKWruM7S7Vxi9t5hQ,1,0
NV,*,/?fbclid=IwAR0ul8BoGG5YV-uZ6-2tOt0jy4u3HsdeT0gTbn1KCcHcOyzJsM1cWkl7kWQ,1,0
NV,*,/?fbclid=IwAR0uzdf62lNbMfGEubt4IrCS2xqLVkfOTzw6vAZg_SWwAAsyt_h0jXRqsRs,1,0
NV,*,/?fbclid=IwAR0wKFY4P2muaySM0tHswkx_6Ek7Ip_tXlnvZmFcc7NTG4D63Y8rVyCge5s,1,0
NV,*,/?fbclid=IwAR0yq3-T3oVJO5NVcDopUHk3C_X86U_b8-1OUGSPvVBrayKveuuZzsbWO0U,1,0
NV,*,/?fbclid=IwAR0zpB4Llx3iGnfJDzrRCvGbvgxyjDJxMAFIFm4iEQfT94xKTVHMHTlg7GQ,1,0
NV,*,/?fbclid=IwAR1-Yu9WatNbig4Fh2nciYTVmirkfDGlm1V_9Qa4ifNEo-LBmF6KxurgKkM,1,0
NV,*,/?fbclid=IwAR12ysi2vDT9pVGZDvWXCKwnABjrFmihhOS0zVO8j4F4PeJuHdMCj4SNl7U,1,0
NV,*,/?fbclid=IwAR15bXuP_MXfN8XUNJfDqhEOI5fWky2hkURY2t2JzveqPil7H-qUEiuvL0Y,1,0
NV,*,/?fbclid=IwAR1an-zfSZDVCxqryaV1LPYElq3_aCbWhNqkYeOIQ2qc65gFSPO3xnU18RA,1,36
NV,*,/?fbclid=IwAR1aTnkDW7kkvk2TQE345kVoV8_vmlO49tNwJR9bmNDwYGysHZRG3bD5-Xo,1,0
NV,*,/?fbclid=IwAR1bfrlSTatEp_UQSr8Gf-DMG5pF0lBc_BvHDkPK8b8mi-uL-D_oHv0Eu1g,1,0
NV,*,/?fbclid=IwAR1Cp1sC2FjIsmJdkAQKjkD0FsORsrSCOxJQkc6dQFT-XapWdABQzoYR1uU,1,0
NV,*,/?fbclid=IwAR1Cu3wAjiOCu59TN1X9Gy8JzmoURuLwvh5LlXmWJu37IsJx5_025SjcsbA,1,0
NV,*,/?fbclid=IwAR1cyEef-amMbwPP28HxT8P-92bdcltNgWQloobRZCUnJQrZo5hVpT6yvEI,1,0
NV,*,/?fbclid=IwAR1frxnP3RN1WpZ_ImjC69MWVgfnuUnujaJVYVRdY81nF-CLyom19JcNDXU,1,0
NV,*,/?fbclid=IwAR1GHZxIVsLMMyDvFX0cwwQBYxsSM9fy3Sl-Wia2bbgChhWwXFbXZsjQLiw,1,0
NV,*,/?fbclid=IwAR1iFaJNMI5opLcYh7kWBgOitVtOSBlrMwjIYVvgoQJoNwySPZy1BD3Q8cs,1,0
NV,*,/?fbclid=IwAR1jbuuW30Y6--XQoxn0WKJEJhPsGtjlfvce4vOM3EBrD5rt_0YydEKvbPE,1,0
NV,*,/?fbclid=IwAR1N-mekwlTBf6R-23LbVnHoKNYiUiDl2bTHwn8zt9ZgU3IM-LxBCNZv-QI,1,0
NV,*,/?fbclid=IwAR1PuPAozs2yghKdzTtIL0AaQTbJliX4TBNvV96JfcL9StaP0PgAKTzi3Ps,1,0
NV,*,/?fbclid=IwAR1t8nls9peJ5SkPgtuR2VbfBhI2jqFt_p9LGVHCFUNFVs316_E2Cr4VCyw,1,0
NV,*,/?fbclid=IwAR1TjXLIsIcq_7rOvqGq9G8uwpTp5IkyNuZ66GqguUhL9ijjyFowHZtecoY,1,0
NV,*,/?fbclid=IwAR1vOATNR36yP9iMVIQ7Cs_T4atwLacxRbnB-OPTj2hT1sAYjqBN7ZcZfFM,1,0
NV,*,/?fbclid=IwAR1xPnRDaVYNAqoyiP6PJU4CJG9M5dcOGao_TX2v4ANKz7OgvUDuQoKNMIg,1,0
NV,*,/?fbclid=IwAR1zWfL8sTTORSSQSr0LPOvW_Fd6b3gsgKLVisJPsZmt91krgLA1aJmTLfc,1,0
NV,*,/?fbclid=IwAR21P8rox1OeRqNo-Eh0LRL32eR_8KcdsHvskfOtay-XmT1V-3DCVhVkJp0,1,0
NV,*,/?fbclid=IwAR22PTvxwwEdAB4trst5K49iwxGnfFHOl4p8GyvyKR3lJo-aC19vMBlji3g,1,0
NV,*,/?fbclid=IwAR25SE_wv8WbRxLWxgQKKcGMnBd-hUr6kHVS6IeTuAIbuWbV2cpfFXDhRvY,1,0
NV,*,/?fbclid=IwAR26cYe5YIyN49kNhmZdwP0GI_YOX037YhsMq653ofomPEwYpdV3W_oLjlI,1,0
NV,*,/?fbclid=IwAR2a4ztQUlO5Rcdrgb1XwxiAmJme2GwACqXwDvQTNsMJSPGyQPiXp0oiBkM,1,0
NV,*,/?fbclid=IwAR2cVunsIcq_yQ7ym0p82-Dh2K2AugphY68q6W_WgfxwMf4NWaXNQj0_Nms,1,0
NV,*,/?fbclid=IwAR2CwPtLTUaoQ7HKUUf4Z22Uev1Rd1Q6MHBWU_VIZxJsUTUUUunaqs6ZZ7s,1,0
NV,*,/?fbclid=IwAR2GaGyitUdoZHh16YtaI3GtvoQgvvmi07BoDAL3cf8xa8nMWy7UHV-aS58,1,0
NV,*,/?fbclid=IwAR2mNmEqSGIFhSYYk9VdkrO-_zoj6OhpGwwaOWtzf8hrgbLzQiiCRTgunmg,1,0
NV,*,/?fbclid=IwAR2NmtsMfJVwi05zpVN_borMfAskJx3ozgpq_AQSGEnySabz5pv9CDi3vtY,1,0
NV,*,/?fbclid=IwAR2O9YBVAl3SSGMWcLrfGxalMtneX_AAMMj8RvqqfJJHVXGQHcqUFapMFcY,1,0
NV,*,/?fbclid=IwAR2r7wi5zE5JvT9-Mca8DxJdPk3rxb4eHFA4ePoJs7hot1xsUSQ9zMsNLvU,1,0
RV,*,/?fbclid=IwAR2r7wi5zE5JvT9-Mca8DxJdPk3rxb4eHFA4ePoJs7hot1xsUSQ9zMsNLvU,1,0
NV,*,/?fbclid=IwAR2SQoBnrfBF18KwDfpmxIOPtJoyJd86kjgwEHOvDFgNgjMfFdUpYuLYU50,1,36
NV,*,/?fbclid=IwAR2u-CfO1r2TPBNWVHRa3PYyzjVzpV1Jb6iozxr7_RBm4OXGsDVY4-_v9aU,1,0
NV,*,/?fbclid=IwAR2u0vxnbcBeWLhMiGPVXIYcfGs98ucWaxO1ypylO4PccZYW3vk1eh3ReMU,1,0
NV,*,/?fbclid=IwAR2v4MVPKAg-oGH2cwCqjIUwklaQZILJk7t38BCgymt9lEpChRnp33Or09s,1,0
NV,*,/?fbclid=IwAR2WQ8DrQUkG2nKO1txLvy1nns86YXutPQT2ZSO3QhqS8wcutO3YaKd1q9Y,1,0
NV,*,/?fbclid=IwAR2y9VCNarY0ws4k1D_Qoa2EgtvOIBejqTKKuQR_vB28wjs8_yrTNborwM8,1,0
NV,*,/?fbclid=IwAR2yAR5Xd3cx33EW9N6E-bVK43h_s5uRIHsbyLtt3pbEQ4dNmWoZemwwdGI,1,0
NV,*,/?fbclid=IwAR2Z3OtzjfsvVMBbPB0bLLWSxDWUoQH1nuX_BQ3y0pGKPZBtopdRx1exg4M,1,0
NV,*,/?fbclid=IwAR2zreJMsYtQ_BeSZvyoG5DgyVm9xH7iKfSFFrkefIY5dSOsDgKQOHzNYF0,1,0
NV,*,/?fbclid=IwAR3-bT0_qdztsiw8qaor5M-JgTjOQeVLlzCtEivDVeaipDIv-7eQqrfK_Ek,1,0
NV,*,/?fbclid=IwAR3-nsA5cwLzSPnPpGF6uRcDvQ4e1Io4SFDv0uv0fuixkUjq1HJlmmnQJ68,1,0
NV,*,/?fbclid=IwAR32WT7_9u0vaeIhEqwRyMGH3M7VMLqpArgj0v56OiMbYeaDFEZ08eEZceY,1,0
NV,*,/?fbclid=IwAR36v8-cha_ndbs8J0yDL-4LrpcIDEo-_bkUysuiXUPdwjYyhks7XocPoDk,1,0
NV,*,/?fbclid=IwAR3ai49xrd90o7gtX07GFegv-q8-IEbgvdSC5Z5LO1P3aDDBjLK6JoJp7bs,1,0
NV,*,/?fbclid=IwAR3ASQIt3Ea-h55yZzZQCy30D8lmCQ3Tb4UYZ-8Ak6fDJ-LxGY4OMOUdecU,1,0
NV,*,/?fbclid=IwAR3BLensHGRwBku6hGZbSH20mEPuDqjNY_z9hWpkzMSfP5zsn9bUIL3CZUY,1,0
NV,*,/?fbclid=IwAR3HeYFCLPzsrMWMrV8sqpbmFzsCQrx8_TIstQCgrbN1eKobgBtIV45tyls,1,0
NV,*,/?fbclid=IwAR3i2Cv5FnxiSfCDvHnclgCcj0UtqKkM_AeBFgza1DJfTX_GoogsVa2DAIU,1,0
NV,*,/?fbclid=IwAR3J98M1Thi64fPPw5QnEiT_6Mgp7ifsyxLCqbjidxfYCTWpzMXX6xayw34,1,0
NV,*,/?fbclid=IwAR3jgJf6BMf-Vx9p30t5h2uZJPs9QnvY7gMzYGi-o7jLa1UoxyKVVWdYSYU,1,0
NV,*,/?fbclid=IwAR3K63mra6re5kjs8ZR62TzCznYF8_Z7jTi3OP2gfFg52tL12EqWXHeaomw,1,0
NV,*,/?fbclid=IwAR3KakHjsIe0DtCvicZwUXCusxraPJ6nkIiAfr-jTvuYlZClpKOyqiQk0IE,1,0
NV,*,/?fbclid=IwAR3ngT5g-c5WEH1B63ZesnACc9Guoa-LUhJqRrltcrsGyDCr6Ctr8DDX4EA,1,0
NV,*,/?fbclid=IwAR3rEy9RB2XtLeGtcsvPWn9vvJZUR8DW8GY_7rNLrcnXxZxeY7UXCI4EjLI,1,0
NV,*,/?fbclid=IwAR3RFXgUrMtg2pHzRzfz16gPedbHZAMXzsYHCz_UMT65rKqTxIAu6W2KGeI,1,0
NV,*,/?fbclid=IwAR3RWjFLy5Wp064Dm0TI8wM56DTk7VtTXxBk1UMkRgBCdC6mOQLw28Uqqxg,1,0
NV,*,/?fbclid=IwAR3rZMf17xJTcBvTTXUL0-Vu6XIH6QrwZknifD5tS2HECwRvB72QQJw6h00,1,0
NV,*,/?fbclid=IwAR3TSYPW3x8YbgB3AM3qPd2zI2guBtpc0fWB0ayyuJzvJbXRs7biyhMwEwI,1,0
NV,*,/?fbclid=IwAR3tx424dGkC1keBv8zogixrQKCXyOthUxRclXYx7_bsjcQh7Uxc7JyLXRk,1,0
NV,*,/?fbclid=IwAR3WUfzSyxfvcvF25rMOPQw6fEmm5LZkYu5YRFgRkuM2HBGVIKhwnpWCzJs,1,0
NV,*,/?fbclid=IwAR3XS_KTfX1zBUmcELyFX2Fdzvmq_MvOs7G2tVEtLHJjAFFCjnFKn4mLXjs,1,0
NV,*,/?fbclid=IwAR3Yao7nJpymCa6DM1J4T7b3SPs1PZ6vwCUGkxQ7xdwZj6srrDWEw8MOsW0,1,0
NV,*,/?fbclid=IwAR3yRftLBrGZdMvMGArITzaMqtuezwA6hy4UVVW5yBoi7S4rxEXYbM8YdCs,1,0
NV,*,/?fbclid=IwAR3Yzl2fApZs3Df0btNwOgJlXJhxn6mLnGdg3VVsBAjH6Srop8AX0PWsIp0,1,0
RV,*,/?option=com_k2&view=item&layout=item&id=54&Itemid=116,1,12
RV,*,/?p=34098&preview=true,1,676
RV,*,/?page_id=33194&preview=true,1,51
NV,*,/?page=123,1,0
RV,*,/?post_type=blog&p=33378&preview=true,1,53
RV,*,/?post_type=blog&p=33900&preview=true,1,27
RV,*,/?post_type=blog&p=34589&preview=true,1,363
RV,*,/?post_type=parel&p=33619&preview=true,1,150
NV,*,/404-error,1,0
NV,*,/406.shtml,3,0
NV,*,/406.shtml,6,0
NV,*,/406.shtml,1,68
RV,*,/a-raisin-in-the-sun/,1,0
NV,*,/academic-orientation-grades/,1,0
RV,*,/academic-orientation-grades/,1,0
RV,*,/afternoon-of-cricket/,1,0
NV,*,/afternoon-of-cricket/,1,92
RV,*,/anita-harsha-bhogle-testimonial/,1,33
NV,*,/annual-athletic-meet/,1,0
NV,*,/annual-concert-nursery/,1,0
NV,*,/annual-jbcn-mothers-premier-league-2019/,1,0
RV,*,/art-workshop/,1,0
NV,*,/art-workshop/event-art-workshop-1-18/,1,0
NV,*,/author-visits-grades-3-5/,4,0
RV,*,/black-white-day-pre-nursery/,1,0
NV,*,/black-white-day/,21,0
NV,*,/black-white-day/,1,188
NV,*,/blog/,10,0
NV,*,/blog/,3,0
RV,*,/blog/,7,0
RV,*,/blog/,1,0
RV,*,/blog/,1,6
RV,*,/blog/,1,17
NV,*,/blog/,1,435
RV,*,/blog/,1,56
RV,*,/blog/,1,10
NV,*,/blog/,1,17
RV,*,/blog/,1,319
NV,*,/blog/,1,21
RV,*,/blog/,1,11
RV,*,/blog/,1,13
NV,*,/blog/,1,25
RV,*,/blog/,1,0
NV,*,/blog/.how-to-become-an-ib-igcse-teacher-in-india/,1,0
NV,*,/blog/21st-century-learners-the-risk-takers/,7,0
NV,*,/blog/21st-century-learners-the-risk-takers/,2,38
NV,*,/blog/21st-century-learners-the-risk-takers/21sentury-risk-takers/,3,0
NV,*,/blog/25-life-hacks-for-school-students/,25,0
NV,*,/blog/25-life-hacks-for-school-students/,311,0
NV,*,/blog/25-life-hacks-for-school-students/,3,0
RV,*,/blog/25-life-hacks-for-school-students/,61,0
RV,*,/blog/25-life-hacks-for-school-students/,16,0
NV,*,/blog/25-life-hacks-for-school-students/,2,109
NV,*,/blog/25-life-hacks-for-school-students/,9,3384
RV,*,/blog/25-life-hacks-for-school-students/,7,2607
NV,*,/blog/25-life-hacks-for-school-students/,1,38
RV,*,/blog/25-life-hacks-for-school-students/,2,1735
NV,*,/blog/25-life-hacks-for-school-students/,1,37
RV,*,/blog/25-life-hacks-for-school-students/,1,19
RV,*,/blog/25-life-hacks-for-school-students/,1,784
NV,*,/blog/25-life-hacks-for-school-students/,1,277
NV,*,/blog/25-life-hacks-for-school-students/,2,512
NV,*,/blog/25-life-hacks-for-school-students/,1,169
NV,*,/blog/5-benefits-of-techonology-in-the-classroom/,2,0
NV,*,/blog/a-glimpse-into-the-jbcn-class-room/,1,29
NV,*,/blog/active-learning-strategies/,2,0
NV,*,/blog/active-learning-strategies/,66,0
NV,*,/blog/active-learning-strategies/,1,0
RV,*,/blog/active-learning-strategies/,8,0
NV,*,/blog/active-learning-strategies/,1,515
NV,*,/blog/active-learning-strategies/,2,157
RV,*,/blog/active-learning-strategies/,3,1843
RV,*,/blog/art-in-early-years-education/,1,0
NV,*,/blog/art-in-early-years-education/,1,35
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,6,0
RV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,9,0
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,1,502
RV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,1,77
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,1,4
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,1,223
RV,*,/blog/benefits-and-salary-of-kindergarten-teacher/,1,177
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/benefits-kindergarten-teacher/,1,0
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/salary-of-kindergarten-teacher/,1,0
NV,*,/blog/benefits-and-salary-of-kindergarten-teacher/salary-of-kindergarten-teacher/,1,87
NV,*,/blog/benefits-of-ibdp/,3,0
NV,*,/blog/benefits-of-ibdp/,21,0
RV,*,/blog/benefits-of-ibdp/,4,0
NV,*,/blog/benefits-of-ibdp/,1,1059
NV,*,/blog/benefits-of-ibdp/,1,137
NV,*,/blog/benefits-of-ibdp/,1,45
NV,*,/blog/benefits-of-m-ed/,1,0
NV,*,/blog/benefits-of-m-ed/,5,0
RV,*,/blog/benefits-of-m-ed/,1,0
NV,*,/blog/benefits-of-m-ed/,1,644
NV,*,/blog/benefits-of-masters-in-education/,1,0
NV,*,/blog/benefits-of-masters-in-education/,1,0
RV,*,/blog/benefits-of-masters-in-education/,1,0
NV,*,/blog/benefits-of-outdoor-education/,2,0
RV,*,/blog/benefits-of-outdoor-education/,1,0
RV,*,/blog/benefits-of-outdoor-education/,1,0
RV,*,/blog/benefits-of-outdoor-education/,1,447
NV,*,/blog/benefits-of-yoga-in-schools/,102,0
NV,*,/blog/benefits-of-yoga-in-schools/,651,0
NV,*,/blog/benefits-of-yoga-in-schools/,3,0
RV,*,/blog/benefits-of-yoga-in-schools/,32,0
RV,*,/blog/benefits-of-yoga-in-schools/,159,0
RV,*,/blog/benefits-of-yoga-in-schools/,2,0
NV,*,/blog/benefits-of-yoga-in-schools/,1,213
RV,*,/blog/benefits-of-yoga-in-schools/,1,20
NV,*,/blog/benefits-of-yoga-in-schools/,1,77
NV,*,/blog/benefits-of-yoga-in-schools/,10,3236
NV,*,/blog/benefits-of-yoga-in-schools/,54,23953
RV,*,/blog/benefits-of-yoga-in-schools/,6,2472
RV,*,/blog/benefits-of-yoga-in-schools/,15,4270
NV,*,/blog/benefits-of-yoga-in-schools/,1,23
NV,*,/blog/benefits-of-yoga-in-schools/,11,4283
RV,*,/blog/benefits-of-yoga-in-schools/,3,750
NV,*,/blog/benefits-of-yoga-in-schools/,5,1452
NV,*,/blog/benefits-of-yoga-in-schools/,1,289
NV,*,/blog/benefits-of-yoga-in-schools/,1,931
RV,*,/blog/benefits-of-yoga-in-schools/,1,53
NV,*,/blog/benefits-of-yoga-in-schools/,1,54
NV,*,/blog/benefits-of-yoga-in-schools/,2,49
NV,*,/blog/benefits-of-yoga-in-schools/,1,18
NV,*,/blog/benefits-of-yoga-in-schools/,1,160
NV,*,/blog/benefits-of-yoga-in-schools/,1,727
NV,*,/blog/benefits-of-yoga-in-schools/,1,6
NV,*,/blog/benefits-of-yoga-in-schools/,1,4
NV,*,/blog/benefits-of-yoga-in-schools/,1,2
NV,*,/blog/benefits-of-yoga-in-schools/,1,5
NV,*,/blog/benefits-of-yoga-in-schools/,1,24
NV,*,/blog/benefits-of-yoga-in-schools/,1,1076
NV,*,/blog/benefits-of-yoga-in-schools/,1,20
NV,*,/blog/benefits-of-yoga-in-schools/,1,264
NV,*,/blog/benefits-of-yoga-in-schools/,1,310
NV,*,/blog/benefits-of-yoga-in-schools/,3,109
NV,*,/blog/benefits-of-yoga-in-schools/,1,154
NV,*,/blog/benefits-of-yoga-in-schools/,1,56
NV,*,/blog/benefits-of-yoga-in-schools/,1,59
NV,*,/blog/benefits-of-yoga-in-schools/,1,390
NV,*,/blog/benefits-of-yoga-in-schools/,1,1211
NV,*,/blog/benefits-of-yoga-in-schools/,1,100
RV,*,/blog/benefits-of-yoga-in-schools/,1,92
NV,*,/blog/benefits-of-yoga-in-schools/?fbclid=IwAR3F6qfbO6VAZMptCgCWSuVEsar0jub5alOosI74tIllQId-KEAJQqXwdNY,1,0
NV,*,/blog/benefits-of-yoga-in-schools/?fbclid=IwAR3OBou7x9aGsTxYBgZl-8mcJobfG3C1ketlm_5H8nzXCLlBj8hoH_Ri9VM,1,0
NV,*,/blog/benefits-sports-students/,88,0
NV,*,/blog/benefits-sports-students/,683,0
NV,*,/blog/benefits-sports-students/,13,0
RV,*,/blog/benefits-sports-students/,14,0
RV,*,/blog/benefits-sports-students/,162,0
RV,*,/blog/benefits-sports-students/,3,0
NV,*,/blog/benefits-sports-students/,2,901
RV,*,/blog/benefits-sports-students/,1,163
NV,*,/blog/benefits-sports-students/,1,158
NV,*,/blog/benefits-sports-students/,7,2533
NV,*,/blog/benefits-sports-students/,55,25904
RV,*,/blog/benefits-sports-students/,3,503
RV,*,/blog/benefits-sports-students/,18,11674
NV,*,/blog/benefits-sports-students/,2,1036
NV,*,/blog/benefits-sports-students/,7,3362
RV,*,/blog/benefits-sports-students/,1,112
RV,*,/blog/benefits-sports-students/,3,664
NV,*,/blog/benefits-sports-students/,1,128
NV,*,/blog/benefits-sports-students/,2,319
NV,*,/blog/benefits-sports-students/,3,1853
NV,*,/blog/benefits-sports-students/,1,432
RV,*,/blog/benefits-sports-students/,1,67
NV,*,/blog/benefits-sports-students/,1,532
RV,*,/blog/benefits-sports-students/,1,68
NV,*,/blog/benefits-sports-students/,1,13
NV,*,/blog/benefits-sports-students/,1,13
NV,*,/blog/benefits-sports-students/,1,304
NV,*,/blog/benefits-sports-students/,1,67
NV,*,/blog/benefits-sports-students/,1,31
NV,*,/blog/benefits-sports-students/,1,6
NV,*,/blog/benefits-sports-students/,1,59
NV,*,/blog/benefits-sports-students/,1,34
NV,*,/blog/benefits-sports-students/,1,962
NV,*,/blog/benefits-sports-students/,1,200
RV,*,/blog/benefits-sports-students/,1,130
RV,*,/blog/benefits-sports-students/,1,475
NV,*,/blog/benefits-sports-students/,1,526
NV,*,/blog/benefits-sports-students/,1,131
RV,*,/blog/benefits-sports-students/,1,384
NV,*,/blog/benefits-sports-students/,1,544
RV,*,/blog/benefits-sports-students/?fbclid=IwAR1Cd0fqgEVLw4OkObnXa6jxFTY8lhtW0x9U7EaN88AtxYdMRWB2t8pS8u0,1,45
NV,*,/blog/best-books-school-students/,2,0
NV,*,/blog/best-books-school-students/,3,0
NV,*,/blog/best-books-school-students/,1,70
NV,*,/blog/best-books-school-students/,1,62
RV,*,/blog/best-books-school-students/,1,68
NV,*,/blog/best-courses-after-12th/,21,0
NV,*,/blog/best-courses-after-12th/,11,0
RV,*,/blog/best-courses-after-12th/,2,0
NV,*,/blog/best-courses-after-12th/,1,881
RV,*,/blog/best-courses-after-12th/,2,1330
NV,*,/blog/best-food-to-eat-while-studying/,2,0
NV,*,/blog/best-teachers-in-the-world/,9,0
NV,*,/blog/best-teachers-in-the-world/,101,0
RV,*,/blog/best-teachers-in-the-world/,2,0
RV,*,/blog/best-teachers-in-the-world/,6,0
NV,*,/blog/best-teachers-in-the-world/,3,1175
NV,*,/blog/best-teachers-in-the-world/,1,66
NV,*,/blog/best-teachers-in-the-world/,1,22
NV,*,/blog/best-teachers-in-the-world/,1,211
NV,*,/blog/characteristics-of-an-entrepreneur/,126,0
NV,*,/blog/characteristics-of-an-entrepreneur/,849,0
NV,*,/blog/characteristics-of-an-entrepreneur/,39,0
RV,*,/blog/characteristics-of-an-entrepreneur/,33,0
RV,*,/blog/characteristics-of-an-entrepreneur/,190,0
RV,*,/blog/characteristics-of-an-entrepreneur/,3,0
NV,*,/blog/characteristics-of-an-entrepreneur/,2,662
NV,*,/blog/characteristics-of-an-entrepreneur/,1,19
NV,*,/blog/characteristics-of-an-entrepreneur/,15,5726
NV,*,/blog/characteristics-of-an-entrepreneur/,87,36300
RV,*,/blog/characteristics-of-an-entrepreneur/,2,2874
RV,*,/blog/characteristics-of-an-entrepreneur/,17,8495
RV,*,/blog/characteristics-of-an-entrepreneur/,2,1129
